category,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,rating
Plant Extracts,PEG-60,hydrogenated,castor,oil,,,Good
 Emollients,PEG-60,hydrogenated,castor,oil,,,Good
 Cleansing Agents,PEG-60,hydrogenated,castor,oil,,,Good
Skin-Replenishing,PEG-75,shea,butter,glycerides,,,Good
Cleansing Agents,PEG-7,glyceryl,cocoate,,,,Good
 Emollients,PEG-7,glyceryl,cocoate,,,,Good
Cleansing Agents,PEG-8,,,,,,Good
 Emollients,PEG-8,,,,,,Good
Cleansing Agents,PEG-80,sorbitan,laurate,,,,Good
Uncategorized,PEG-8,dimethicone,,,,,Good
Cleansing Agents,PEG,90M,,,,,Good
 Emollients,PEG,90M,,,,,Good
Cleansing Agents,PEG,compound,,,,,Good
 Emollients,PEG,compound,,,,,Good
Plant Extracts,Pelargonium,graveolens,oil,,,,Poor
Plant Extracts,pellitory,,,,,,Poor
Fragrance: Synthetic and Fragrant Plant Extracts,pentadecalactone,,,,,,Poor
Texture Enhancer,pentaerythrityl,tetraisostearate,,,,,Good
Texture Enhancer,pentaerythrityl,tetraoctanoate,,,,,Good
 Emollients,pentaerythrityl,tetraoctanoate,,,,,Good
Skin-Restoring,pentapeptides,,,,,,Best
Uncategorized,pentasodium,pentetate,,,,,Good
Texture Enhancer,pentylene,glycol,,,,,Good
Plant Extracts,peppermint,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,peppermint,,,,,,Poor
Skin-Soothing,peptides,,,,,,Best
 Skin-Restoring,peptides,,,,,,Best
Skin-Soothing,Perilla,ocymoides,,,,,Average
 Antioxidants,Perilla,ocymoides,,,,,Average
 Plant Extracts,Perilla,ocymoides,,,,,Average
Antioxidants,Persea,gratissima,oil,,,,Best
 Emollients,Persea,gratissima,oil,,,,Best
Antioxidants,Persicaria,hydropiper,,,,,Best
 Plant Extracts,Persicaria,hydropiper,,,,,Best
 Skin-Soothing,Persicaria,hydropiper,,,,,Best
Plant Extracts,petitgrain,mandarin,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,petitgrain,mandarin,,,,,Poor
Skin-Soothing,petrolatum,,,,,,Good
 Emollients,petrolatum,,,,,,Good
Exfoliant,PHA,,,,,,Best
Preservatives,phenoxyethanol,,,,,,Good
Preservatives,phenoxyisopropanol,,,,,,Good
Antioxidants,phenylalanine,,,,,,Good
 Skin-Replenishing,phenylalanine,,,,,,Good
Antioxidants,phenylethyl,resorcinol,,,,,Average
Silicones,phenyl,trimethicone,,,,,Good
 Emollients,phenyl,trimethicone,,,,,Good
Antioxidants,phloretin,,,,,,Best
 Plant Extracts,phloretin,,,,,,Best
Skin-Restoring,phosphatidylcholine,,,,,,Best
 Skin-Replenishing,phosphatidylcholine,,,,,,Best
 Emollients,phosphatidylcholine,,,,,,Best
Emollients,phosphatidylethanolamine,,,,,,Best
 Skin-Replenishing,phosphatidylethanolamine,,,,,,Best
Emollients,phospholipid,,,,,,Best
 Skin-Replenishing,phospholipid,,,,,,Best
Uncategorized,phosphoric,acid,,,,,Good
Uncategorized,photosensitizer,,,,,,Poor
Uncategorized,phthalates,,,,,,Average
Skin-Soothing,Phyllanthus,emblica,fruit,extract,,,Best
 Antioxidants,Phyllanthus,emblica,fruit,extract,,,Best
 Plant Extracts,Phyllanthus,emblica,fruit,extract,,,Best
Antioxidants,physalis,angulata,extract,,,,Best
 Skin-Soothing,physalis,angulata,extract,,,,Best
 Plant Extracts,physalis,angulata,extract,,,,Best
Uncategorized,phytantriol,,,,,,Good
Antioxidants,phytic,acid,,,,,Good
 Plant Extracts,phytic,acid,,,,,Good
Vitamins,phytonadione,,,,,,Good
Preservatives,phytosphingosine,,,,,,Best
 Skin-Replenishing,phytosphingosine,,,,,,Best
 Skin-Restoring,phytosphingosine,,,,,,Best
Emollients,phytosterol,,,,,,Best
 Skin-Replenishing,phytosterol,,,,,,Best
 Skin-Soothing,phytosterol,,,,,,Best
Skin-Soothing,Picea,abies,extract,,,,Best
 Plant Extracts,Picea,abies,extract,,,,Best
Plant Extracts,pineapple,extract,,,,,Good
 Exfoliant,pineapple,extract,,,,,Good
Antioxidants,pinecone,extract,,,,,Good
Plant Extracts,pine,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,pine,oil,,,,,Poor
Plant Extracts,Pinus,lambertiana,wood,extract,,,Poor
Antioxidants,Pinus,sylvestris,extract,,,,Good
Plant Extracts,Piper,nigrum,,,,,Poor
Plant Extracts,pistachio,seed,oil,,,,Good
 Emollients,pistachio,seed,oil,,,,Good
Plant Extracts,Pistacia,vera,seed,oil,,,Good
 Emollients,Pistacia,vera,seed,oil,,,Good
Antioxidants,Pisum,sativum,,,,,Good
 Plant Extracts,Pisum,sativum,,,,,Good
Plant Extracts,plankton,extract,,,,,Good
Texture Enhancer,plasticizing,agents,,,,,Average
Antioxidants,plum,extract,,,,,Good
 Plant Extracts,plum,extract,,,,,Good
Antioxidants,plum,seed,oil,,,,Best
 Plant Extracts,plum,seed,oil,,,,Best
 Emollients,plum,seed,oil,,,,Best
Plant Extracts,Pogostemon,cablin,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Pogostemon,cablin,,,,,Poor
Cleansing Agents,poloxamer,184,,,,,Good
Cleansing Agents,Poloxamer,407,,,,,Good
Cleansing Agents,poloxamers,,,,,,Good
Texture Enhancer,polyacrylamide,,,,,,Good
Texture Enhancer,polyacrylate-17,,,,,,Good
Film-Forming Agents,polyacrylate,crosspolymer,,,,,Good
 Texture Enhancer,polyacrylate,crosspolymer,,,,,Good
Preservatives,polyaminopropyl,biguanide,,,,,Good
Texture Enhancer,polybutene,,,,,,Good
Thickeners/Emulsifiers,polyethylene,,,,,,Good
 Emollients,polyethylene,,,,,,Good
 Scrub Agents,polyethylene,,,,,,Good
Texture Enhancer,polyethylene,glycol,,,,,Good
 Scrub Agents,polyethylene,glycol,,,,,Good
Texture Enhancer,polyglucuronic,acid,,,,,Good
Texture Enhancer,polyglycerol,monostearate,,,,,Good
 Emollients,polyglycerol,monostearate,,,,,Good
Emulsifiers,polyglyceryl-10,laurate,,,,,Good
 Cleansing Agents,polyglyceryl-10,laurate,,,,,Good
 Skin-Softening,polyglyceryl-10,laurate,,,,,Good
Texture Enhancer,polyglyceryl,2,triisostearate,,,,Good
 Emollients,polyglyceryl,2,triisostearate,,,,Good
Texture Enhancer,polyglyceryl-3,beeswax,,,,,Good
 Cleansing Agents,polyglyceryl-3,beeswax,,,,,Good
Texture Enhancer,polyglyceryl-3,methylglucose,distearate,,,,Good
 Emollients,polyglyceryl-3,methylglucose,distearate,,,,Good
Emulsifiers,polyglyceryl-3,rice,branate,,,,Best
 Cleansing Agents,polyglyceryl-3,rice,branate,,,,Best
Cleansing Agents,polyglyceryl-4,isostearate,,,,,Good
 Emollients,polyglyceryl-4,isostearate,,,,,Good
Emollients,polyglyceryl-6,isostearate,,,,,Good
Texture Enhancer,polyglyceryl,methacrylate,,,,,Good
Exfoliant,polyhydroxy,acid,,,,,Best
Uncategorized,polyhydroxystearic,acid,,,,,Good
Texture Enhancer,polyisobutene,,,,,,Good
Uncategorized,polymer,,,,,,Good
Silicones,polymethylsilsesquioxane,,,,,,Good
 Emollients,polymethylsilsesquioxane,,,,,,Good
 Texture Enhancer,polymethylsilsesquioxane,,,,,,Good
Uncategorized,polypropylene,glycol,,,,,Good
Texture Enhancer,polyquaternium-10,,,,,,Good
Texture Enhancer,polyquaterniums,,,,,,Good
Antioxidants,polysaccharide,,,,,,Best
 Skin-Replenishing,polysaccharide,,,,,,Best
Silicones,polysilicone-11,,,,,,Good
 Texture Enhancer,polysilicone-11,,,,,,Good
Cleansing Agents,polysorbate,20,,,,,Good
Cleansing Agents,polysorbate,60,,,,,Good
Cleansing Agents,polysorbate,80,,,,,Good
Cleansing Agents,polysorbates,,,,,,Good
Texture Enhancer,polyvinyl,alcohol,,,,,Average
Texture Enhancer,polyvinylpyrrolidone,,,,,,Good
Antioxidants,pomegranate,extract,,,,,Best
 Plant Extracts,pomegranate,extract,,,,,Best
Antioxidants,Pongamia,glabra,seed,oil,,,Best
 Emollients,Pongamia,glabra,seed,oil,,,Best
Skin-Soothing,Poria,cocos,extract,,,,Best
 Antioxidants,Poria,cocos,extract,,,,Best
 Plant Extracts,Poria,cocos,extract,,,,Best
Plant Extracts,Porphyridium,cruentum,extract,,,,Average
Skin-Soothing,Portulaca,oleracea,extract,,,,Best
 Plant Extracts,Portulaca,oleracea,extract,,,,Best
Plant Extracts,potassium,,,,,,Good
 Absorbent,potassium,,,,,,Good
Antioxidants,potassium,ascorbyl,tocopheryl,phosphate,,,Best
 Vitamins,potassium,ascorbyl,tocopheryl,phosphate,,,Best
Cleansing Agents,potassium,cetyl,phosphate,,,,Good
Cleansing Agents,potassium,hydroxide,,,,,Average
Cleansing Agents,potassium,myristate,,,,,Average
Uncategorized,potassium,phosphate,,,,,Good
Preservatives,potassium,sorbate,,,,,Good
Texture Enhancer,PPG-12/SMDI,copolymer,,,,,Good
Texture Enhancer,PPG-12,buteth-16,,,,,Good
 Cleansing Agents,PPG-12,buteth-16,,,,,Good
Uncategorized,PPG-14,butyl,ether,,,,Good
Uncategorized,PPG-20,methyl,glucose,ether,,,Good
Emulsifiers,PPG-26-Buteth-26,,,,,,Good
 Cleansing Agents,PPG-26-Buteth-26,,,,,,Good
Uncategorized,PPG-2-deceth-30,,,,,,Good
Texture Enhancer,PPG-2,myristyl,ether,propionate,,,Good
Emollients,PPG-3,benzyl,ether,myristate,,,Good
Preservatives,preservatives,,,,,,Good
Antioxidants,proline,,,,,,Good
 Skin-Replenishing,proline,,,,,,Good
Uncategorized,propanediol,,,,,,Good
Skin-Soothing,propolis,,,,,,Good
 Antioxidants,propolis,,,,,,Good
Texture Enhancer,propylene,carbonate,,,,,Good
Texture Enhancer,propylene,glycol,,,,,Good
Uncategorized,propylene,glycol,dicaprylate/dicaprate,,,,Good
Texture Enhancer,propylene,glycol,isostearate,,,,Good
 Emollients,propylene,glycol,isostearate,,,,Good
Emollients,propylene,glycol,laurate,,,,Good
Texture Enhancer,propylene,glycol,stearate,,,,Good
Antioxidants,propyl,gallate,,,,,Best
Preservatives,propylparaben,,,,,,Good
Skin-Soothing,Prunella,vulgaris,,,,,Average
 Antioxidants,Prunella,vulgaris,,,,,Average
 Plant Extracts,Prunella,vulgaris,,,,,Average
Antioxidants,Prunus,americana,,,,,Good
 Plant Extracts,Prunus,americana,,,,,Good
Plant Extracts,Prunus,amygdalus,dulcis,,,,Good
 Emollients,Prunus,amygdalus,dulcis,,,,Good
Plant Extracts,Prunus,armeniaca,,,,,Good
 Emollients,Prunus,armeniaca,,,,,Good
Antioxidants,Prunus,domestica,seed,extract,,,Good
 Plant Extracts,Prunus,domestica,seed,extract,,,Good
Antioxidants,Prunus,domestica,seed,oil,,,Best
 Plant Extracts,Prunus,domestica,seed,oil,,,Best
 Emollients,Prunus,domestica,seed,oil,,,Best
Emollients,Prunus,dulcis,,,,,Good
Skin-Soothing,Pseudopterogorgia,elisabethae,,,,,Best
 Antioxidants,Pseudopterogorgia,elisabethae,,,,,Best
Antioxidants,Pueraria,lobata,,,,,Best
 Plant Extracts,Pueraria,lobata,,,,,Best
Antioxidants,pullulan,,,,,,Good
 Texture Enhancer,pullulan,,,,,,Good
Antioxidants,pumpkin,,,,,,Best
 Plant Extracts,pumpkin,,,,,,Best
Antioxidants,pumpkin,seed,extract,,,,Best
 Skin-Replenishing,pumpkin,seed,extract,,,,Best
 Texture Enhancer,pumpkin,seed,extract,,,,Best
 Emollients,pumpkin,seed,extract,,,,Best
Antioxidants,Punica,granatum,extract,,,,Best
 Plant Extracts,Punica,granatum,extract,,,,Best
Uncategorized,purified,water,,,,,Good
Texture Enhancer,PVM/MA,decadiene,crosspolymer,,,,Good
Texture Enhancer,PVP,,,,,,Good
Texture Enhancer,PVP/dimethylaminoethylmethacrylate,,,,,,Good
Texture Enhancer,PVP,copolymer,,,,,Good
Antioxidants,pycnogenol,,,,,,Good
 Plant Extracts,pycnogenol,,,,,,Good
Antioxidants,pyridoxine,hydrochloride,(HCL),,,,Good
 Vitamins,pyridoxine,hydrochloride,(HCL),,,,Good
Plant Extracts,Pyrus,cydonia,,,,,Poor
 Texture Enhancer,Pyrus,cydonia,,,,,Poor
Skin-Restoring,Pyrus,malus,(apple),fruit,extract,,Good
 Plant Extracts,Pyrus,malus,(apple),fruit,extract,,Good
 Texture Enhancer,Pyrus,malus,(apple),fruit,extract,,Good
Preservatives,quaternium-15,,,,,,Average
Texture Enhancer,quaternium-18,hectorite,,,,,Good
Uncategorized,quaternium,ammonium,compounds,,,,Good
Antioxidants,quercetin,,,,,,Best
 Plant Extracts,quercetin,,,,,,Best
Plant Extracts,quercus,,,,,,Poor
Plant Extracts,Quercus,infectoria,extract,,,,Poor
Plant Extracts,quillaja,extract,,,,,Good
Plant Extracts,quince,seed,,,,,Poor
 Texture Enhancer,quince,seed,,,,,Poor
Plant Extracts,quinoa,oil,,,,,Good
 Emollients,quinoa,oil,,,,,Good
Antioxidants,rapeseed,oil,,,,,Best
 Emollients,rapeseed,oil,,,,,Best
 Plant Extracts,rapeseed,oil,,,,,Best
Antioxidants,raspberry,seed,extract,,,,Good
 Plant Extracts,raspberry,seed,extract,,,,Good
Antioxidants,raspberry,seed,oil,,,,Good
 Plant Extracts,raspberry,seed,oil,,,,Good
Coloring Agents/Pigments,red,27,lake,,,,Good
Coloring Agents/Pigments,red,33,,,,,Good
Coloring Agents/Pigments,red,6,lake,,,,Good
Antioxidants,red,algae,,,,,Good
 Texture Enhancer,red,algae,,,,,Good
 Emollients,red,algae,,,,,Good
 Plant Extracts,red,algae,,,,,Good
Skin-Soothing,red,clover,,,,,Good
 Antioxidants,red,clover,,,,,Good
 Plant Extracts,red,clover,,,,,Good
Antioxidants,red,raspberry,extract,,,,Good
 Plant Extracts,red,raspberry,extract,,,,Good
Cleansing Agents,reducing,agent,,,,,Good
Skin-Soothing,resveratrol,,,,,,Best
 Plant Extracts,resveratrol,,,,,,Best
 Antioxidants,resveratrol,,,,,,Best
Antioxidants,retinol,,,,,,Best
 Vitamins,retinol,,,,,,Best
 Skin-Restoring,retinol,,,,,,Best
Antioxidants,retinyl,ascorbate,,,,,Best
 Vitamins,retinyl,ascorbate,,,,,Best
Antioxidants,retinyl,palmitate,,,,,Best
 Skin-Restoring,retinyl,palmitate,,,,,Best
 Vitamins,retinyl,palmitate,,,,,Best
Skin-Restoring,retinyl,retinoate,,,,,Best
 Vitamins,retinyl,retinoate,,,,,Best
Antioxidants,Rhodiola,rosea,root,extract,,,Best
Vitamins,riboflavin,,,,,,Average
Plant Extracts,rice,bran,oil,,,,Good
 Emollients,rice,bran,oil,,,,Good
Plant Extracts,rice,oil,,,,,Good
 Emollients,rice,oil,,,,,Good
Plant Extracts,rice,starch,,,,,Good
 Absorbent,rice,starch,,,,,Good
Texture Enhancer,ricinoleate,,,,,,Good
Plant Extracts,Ricinus,communis,,,,,Good
 Emollients,Ricinus,communis,,,,,Good
Antioxidants,Robinia,pseudacacia,extract,,,,Poor
 Plant Extracts,Robinia,pseudacacia,extract,,,,Poor
Antioxidants,Rosa,canina,,,,,Good
 Emollients,Rosa,canina,,,,,Good
 Plant Extracts,Rosa,canina,,,,,Good
Antioxidants,Rosa,centifolia,,,,,Good
 Emollients,Rosa,centifolia,,,,,Good
 Plant Extracts,Rosa,centifolia,,,,,Good
Antioxidants,Rosa,centifolia,flower,,,,Good
 Emollients,Rosa,centifolia,flower,,,,Good
 Plant Extracts,Rosa,centifolia,flower,,,,Good
Plant Extracts,Rosa,damascena,oil,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Rosa,damascena,oil,,,,Poor
Antioxidants,Rosa,eglanteria,,,,,Good
 Emollients,Rosa,eglanteria,,,,,Good
 Plant Extracts,Rosa,eglanteria,,,,,Good
Plant Extracts,Rosa,gallica,flower,extract,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Rosa,gallica,flower,extract,,,Poor
Antioxidants,Rosa,mosqueta,,,,,Good
 Plant Extracts,Rosa,mosqueta,,,,,Good
 Emollients,Rosa,mosqueta,,,,,Good
Antioxidants,Rosa,roxburghii,extract,,,,Best
 Plant Extracts,Rosa,roxburghii,extract,,,,Best
Antioxidants,Rosa,rubiginosa,,,,,Good
 Plant Extracts,Rosa,rubiginosa,,,,,Good
 Emollients,Rosa,rubiginosa,,,,,Good
Plant Extracts,rose,flower,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,rose,flower,,,,,Poor
Plant Extracts,rose,flower,oil,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,rose,flower,oil,,,,Poor
 Sensitizing,rose,flower,oil,,,,Poor
Antioxidants,rose,hip,,,,,Good
 Plant Extracts,rose,hip,,,,,Good
 Emollients,rose,hip,,,,,Good
Antioxidants,rose,hip,oil,,,,Good
 Plant Extracts,rose,hip,oil,,,,Good
 Emollients,rose,hip,oil,,,,Good
Plant Extracts,rosemary,extract,,,,,Good
 Fragrance: Synthetic and Fragrant Plant Extracts,rosemary,extract,,,,,Good
 Antioxidants,rosemary,extract,,,,,Good
Antioxidants,rosemary,oil,,,,,Poor
 Plant Extracts,rosemary,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,rosemary,oil,,,,,Poor
Plant Extracts,rose,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,rose,oil,,,,,Poor
Plant Extracts,rosewood,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,rosewood,oil,,,,,Poor
Antioxidants,Rosmarinus,officinalis,extract,,,,Poor
 Plant Extracts,Rosmarinus,officinalis,extract,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,Rosmarinus,officinalis,extract,,,,Poor
Uncategorized,royal,jelly,,,,,Average
Antioxidants,Rubus,idaeus,,,,,Good
 Plant Extracts,Rubus,idaeus,,,,,Good
Antioxidants,Rubus,occidentalis,,,,,Best
 Plant Extracts,Rubus,occidentalis,,,,,Best
Antioxidants,Rubus,ursinus,,,,,Good
 Plant Extracts,Rubus,ursinus,,,,,Good
Antioxidants,Rubus,ursinus,x,idaeus,,,Best
 Plant Extracts,Rubus,ursinus,x,idaeus,,,Best
Antioxidants,Rubus,villoscus,,,,,Best
 Plant Extracts,Rubus,villoscus,,,,,Best
Skin-Soothing,Ruscus,aculeatus,,,,,Average
 Plant Extracts,Ruscus,aculeatus,,,,,Average
Antioxidants,rutin,,,,,,Best
 Emollients,rutin,,,,,,Best
Emollients,saccharide,isomerate,,,,,Good
 Skin-Replenishing,saccharide,isomerate,,,,,Good
Skin-Replenishing,saccharides,,,,,,Best
Miscellaneous,Saccharomyces,calcium,ferment,,,,Average
Skin-Replenishing,Saccharomyces,cerevisiae,,,,,Average
Antioxidants,Saccharomyces,copper,ferment,,,,Average
Antioxidants,Saccharomyces,iron,ferment,,,,Average
Antioxidants,Saccharomyces,lysate,,,,,Good
Antioxidants,Saccharomyces,magnesium,ferment,,,,Average
Antioxidants,Saccharomyces,manganese,ferment,,,,Average
Plant Extracts,Saccharomyces,officinarum,ferment,,,,Average
Antioxidants,Saccharomyces,potassium,ferment,,,,Average
Antioxidants,saccharomyces,selenium,ferment,,,,Good
Antioxidants,Saccharomyces,silicon,ferment,,,,Average
Antioxidants,Saccharomyces,zinc,ferment,,,,Average
Antioxidants,safflower,seed,oil,,,,Best
 Emollients,safflower,seed,oil,,,,Best
 Plant Extracts,safflower,seed,oil,,,,Best
Plant Extracts,sage,extract,,,,,Average
 Sensitizing,sage,extract,,,,,Average
Skin-Soothing,salicin,,,,,,Good
 Plant Extracts,salicin,,,,,,Good
Skin-Soothing,salicylic,acid,,,,,Best
 Anti-Acne,salicylic,acid,,,,,Best
 Exfoliant,salicylic,acid,,,,,Best
Skin-Soothing,Salix,alba,extract,,,,Good
 Plant Extracts,Salix,alba,extract,,,,Good
Skin-Soothing,Salix,nigra,(willow),bark,extract,,Good
 Plant Extracts,Salix,nigra,(willow),bark,extract,,Good
Emollients,Salvia,hispanica,(chia),seed,oil,,Best
 Skin-Replenishing,Salvia,hispanica,(chia),seed,oil,,Best
 Skin-Restoring,Salvia,hispanica,(chia),seed,oil,,Best
Plant Extracts,Salvia,officinalis,,,,,Poor
 Thickeners/Emulsifiers,Salvia,officinalis,,,,,Poor
 Cleansing Agents,Salvia,officinalis,,,,,Poor
Antioxidants,Sambucus,canadensis,,,,,Good
 Plant Extracts,Sambucus,canadensis,,,,,Good
Antioxidants,Sambucus,cerulea,,,,,Good
 Plant Extracts,Sambucus,cerulea,,,,,Good
Antioxidants,Sambucus,nigra,,,,,Good
 Plant Extracts,Sambucus,nigra,,,,,Good
Antioxidants,Sambucus,nigra,fruit,extract,,,Good
 Plant Extracts,Sambucus,nigra,fruit,extract,,,Good
Plant Extracts,sandalwood,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,sandalwood,oil,,,,,Poor
 Sensitizing,sandalwood,oil,,,,,Poor
Plant Extracts,Santalum,album,seed,extract,,,Average
 Sensitizing,Santalum,album,seed,extract,,,Average
 Fragrance: Synthetic and Fragrant Plant Extracts,Santalum,album,seed,extract,,,Average
Skin-Soothing,Sapindus,mukurossi,peel,extract,,,Good
 Plant Extracts,Sapindus,mukurossi,peel,extract,,,Good
 Antioxidants,Sapindus,mukurossi,peel,extract,,,Good
Plant Extracts,Saponaria,officinalis,extract,,,,Good
 Cleansing Agents,Saponaria,officinalis,extract,,,,Good
Skin-Soothing,saponin,,,,,,Good
 Plant Extracts,saponin,,,,,,Good
 Antioxidants,saponin,,,,,,Good
Hydration,sarcosine,,,,,,Good
Antioxidants,Sargassum,filipendula,extract,,,,Good
 Plant Extracts,Sargassum,filipendula,extract,,,,Good
Plant Extracts,sausurrea,oil,,,,,Poor
 Sensitizing,sausurrea,oil,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,sausurrea,oil,,,,,Poor
Plant Extracts,Saxifraga,sarmentosa,extract,,,,Average
Plant Extracts,sclareolide,,,,,,Poor
 Fragrance: Synthetic and Fragrant Plant Extracts,sclareolide,,,,,,Poor
Emollients,Sclerocarya,birrea,,,,,Best
 Skin-Replenishing,Sclerocarya,birrea,,,,,Best
Thickeners/Emulsifiers,sclerotium,gum,,,,,Good
Skin-Soothing,Scutellaria,baicalensis,extract,,,,Good
 Plant Extracts,Scutellaria,baicalensis,extract,,,,Good
 Antioxidants,Scutellaria,baicalensis,extract,,,,Good
Sensitizing,SD,alcohol,,,,,Poor
Sensitizing,SD,alcohol,40-2,,,,Poor
Antioxidants,sea,buckthorn,,,,,Good
 Plant Extracts,sea,buckthorn,,,,,Good
Antioxidants,Seamollient,,,,,,Good
 Thickeners/Emulsifiers,Seamollient,,,,,,Good
 Plant Extracts,Seamollient,,,,,,Good
 Emollients,Seamollient,,,,,,Good
Scrub Agents,sea,salt,,,,,Average
 Sensitizing,sea,salt,,,,,Average
Antioxidants,seaweed,,,,,,Good
 Plant Extracts,seaweed,,,,,,Good
 Thickeners/Emulsifiers,seaweed,,,,,,Good
 Emollients,seaweed,,,,,,Good
Skin-Soothing,sea,whip,extract,,,,Best
Miscellaneous,sebacic,acid,,,,,Good
Antioxidants,selenium,,,,,,Best
Skin-Soothing,Serenoa,serrulata,extract,,,,Average
 Plant Extracts,Serenoa,serrulata,extract,,,,Average
Antioxidants,sericin,,,,,,Good
 Plant Extracts,sericin,,,,,,Good
Antioxidants,serine,,,,,,Good
 Skin-Replenishing,serine,,,,,,Good
Plant Extracts,sesame,oil,,,,,Good
 Emollients,sesame,oil,,,,,Good
Plant Extracts,Sesamum,indicum,,,,,Good
 Emollients,Sesamum,indicum,,,,,Good
Thickeners/Emulsifiers,sesquioleate,,,,,,Good
 Emollients,sesquioleate,,,,,,Good
Plant Extracts,shea,butter,,,,,Best
 Emollients,shea,butter,,,,,Best
Plant Extracts,Siegesbeckia,orientalis,,,,,Average
Uncategorized,silanetriol,,,,,,Good
Thickeners/Emulsifiers,silica,,,,,,Good
 Absorbent,silica,,,,,,Good
Silicones,silica,dimethyl,silylate,,,,Good
 Slip Agents,silica,dimethyl,silylate,,,,Good
Thickeners/Emulsifiers,silicate,,,,,,Good
 Absorbent,silicate,,,,,,Good
Silicones,silicone,,,,,,Good
 Slip Agents,silicone,,,,,,Good
 Emollients,silicone,,,,,,Good
Antioxidants,silk,,,,,,Good
Absorbent,silk,powder,,,,,Good
 Slip Agents,silk,powder,,,,,Good
Antioxidants,silk,protein,,,,,Good
Silicones,siloxane,,,,,,Good
 Slip Agents,siloxane,,,,,,Good
 Emollients,siloxane,,,,,,Good
Absorbent,silt,,,,,,Good
Sensitizing,silver,,,,,,Poor
Sensitizing,silver,chloride,,,,,Average
Skin-Soothing,silver,tip,white,tea,leaf,extract,Best
 Plant Extracts,silver,tip,white,tea,leaf,extract,Best
 Antioxidants,silver,tip,white,tea,leaf,extract,Best
Plant Extracts,Silybum,marianum,extract,,,,Best
 Antioxidants,Silybum,marianum,extract,,,,Best
Silicones,simethicone,,,,,,Good
 Slip Agents,simethicone,,,,,,Good
Plant Extracts,Simmondsia,chinensis,,,,,Best
 Emollients,Simmondsia,chinensis,,,,,Best
 Skin-Replenishing,Simmondsia,chinensis,,,,,Best
Skin-Replenishing,skin-replenishing,ingredients,,,,,Best
Antioxidants,skin-restoring,ingredients,,,,,Best
 Skin-Restoring,skin-restoring,ingredients,,,,,Best
Skin-Soothing,skullcap,extract,,,,,Good
 Antioxidants,skullcap,extract,,,,,Good
 Plant Extracts,skullcap,extract,,,,,Good
Slip Agents,slip,agent,,,,,Good
Skin-Soothing,slippery,elm,bark,,,,Good
 Plant Extracts,slippery,elm,bark,,,,Good
Cleansing Agents,soap,,,,,,Poor
 Sensitizing,soap,,,,,,Poor
Skin-Soothing,soapberry,extract,,,,,Good
 Antioxidants,soapberry,extract,,,,,Good
 Plant Extracts,soapberry,extract,,,,,Good
Plant Extracts,soapwort,,,,,,Good
 Cleansing Agents,soapwort,,,,,,Good
Uncategorized,sodium,acetate,,,,,Good
Thickeners/Emulsifiers,sodium,acrylate/acryloydimethyl,taurate,copolymer,,,Good
Antioxidants,sodium,ascorbate,,,,,Best
 Vitamins,sodium,ascorbate,,,,,Best
Skin-Soothing,sodium,ascorbyl,phosphate,,,,Best
 Vitamins,sodium,ascorbyl,phosphate,,,,Best
 Antioxidants,sodium,ascorbyl,phosphate,,,,Best
Preservatives,sodium,benzoate,,,,,Good
Miscellaneous,sodium,bicarbonate,,,,,Good
 Scrub Agents,sodium,bicarbonate,,,,,Good
Sensitizing,sodium,bisulfite,,,,,Average
Sensitizing,sodium,borate,,,,,Poor
Cleansing Agents,sodium,C14-16,olefin,sulfonate,,,Poor
 Sensitizing,sodium,C14-16,olefin,sulfonate,,,Poor
Film-Forming/Holding Agents,sodium,carbomer,,,,,Good
Absorbent,sodium,carbonate,,,,,Poor
 Sensitizing,sodium,carbonate,,,,,Poor
Thickeners/Emulsifiers,sodium,carboxymethyl,beta-glucan,,,,Good
Cleansing Agents,sodium,cetearyl,sulfate,,,,Good
Scrub Agents,sodium,chloride,,,,,Good
Skin-Replenishing,sodium,chondroitin,sulfate,,,,Best
Antioxidants,sodium,citrate,,,,,Good
 Preservatives,sodium,citrate,,,,,Good
Cleansing Agents,sodium,cocoamphoacetate,,,,,Good
Cleansing Agents,sodium,cocoate,,,,,Poor
 Sensitizing,sodium,cocoate,,,,,Poor
Cleansing Agents,sodium,cocoyl,amino,acids,,,Good
Cleansing Agents,sodium,cocoyl,glutamate,,,,Good
Cleansing Agents,sodium,cocoyl,isethionate,,,,Good
